num_sources,mic_dist,sample_num,angles_true,angles_pred
1,5.0,3,180,168.35584556698456
1,5.0,4,180,164.35604946127322
1,5.0,5,180,166.54673166827592
1,0.5,1,30,25.812999661133816
1,0.5,2,30,20.849264509729423
1,0.5,3,30,37.77147999366003
1,0.5,4,30,30.012076179793016
1,0.5,5,30,35.802332970565345
1,1.0,1,30,30.012076179793016
1,1.0,2,30,29.616807050151152
1,1.0,3,30,33.02004226396826
1,1.0,4,30,32.65763609201022
1,1.0,5,30,31.921861225325877
1,3.0,1,30,36.90744181407958
1,3.0,2,30,36.46886244862179
1,3.0,3,30,36.57893100875478
1,3.0,4,30,38.51394091085555_180.0
1,3.0,5,30,36.68871536916496
1,5.0,1,30,42.29447412817486
1,5.0,2,30,42.17752758147403
1,5.0,3,30,82.61881159100267_41.29185064256657
1,5.0,4,30,42.17752758147403
1,5.0,5,30,41.70707780648189
1,0.5,1,60,55.6615707682697
1,0.5,2,60,52.25849798128473
1,0.5,3,60,53.73505363691574
1,0.5,4,60,55.18419914493823
1,0.5,5,60,59.389443174565464
1,1.0,1,60,64.0765450640411
1,1.0,2,60,60.9750785596978
1,1.0,3,60,60.75008152760201
1,1.0,4,60,60.75008152760201
1,1.0,5,60,60.29859293919964
1,3.0,1,60,62.7579858509958
1,3.0,2,60,62.536723008823415
1,3.0,3,60,62.3889675918015
1,3.0,4,60,62.31501515922714
1,3.0,5,60,61.9444967374417
1,5.0,1,60,65.81212504625094
1,5.0,2,60,66.11338467031271
1,5.0,3,60,65.89827141161044_81.58708592708939
1,5.0,4,60,65.81212504625094
1,5.0,5,60,65.76903005177667
1,0.5,1,90,91.48298034893662
1,0.5,2,90,89.12448641786754
1,0.5,3,90,91.87619910845974
1,0.5,4,90,89.51756383588732
1,0.5,5,90,91.48298034893662
1,1.0,1,90,90.50019850888275
1,1.0,2,90,89.9106185477063
1,1.0,3,90,90.3036690531078
1,1.0,4,90,89.71409287370186
1,1.0,5,90,87.15811012868959
1,3.0,1,90,90.04163493677936
1,3.0,2,90,89.77960169127317
1,3.0,3,90,90.76224733817322
1,3.0,4,90,89.77960169127317
1,3.0,5,90,89.6485836823818
1,5.0,1,90,89.79270341747292
1,5.0,2,90,89.83200853377616
1,5.0,3,90,89.94992348233252
1,5.0,4,90,89.94992348233252
1,5.0,5,90,90.06783821879573
2,0.5,1,0_180,28.401032707921672
2,0.5,2,0_180,173.284965124089
2,0.5,3,0_180,31.54823410719444
2,0.5,4,0_180,18.515099694710834
2,0.5,5,0_180,10.722441386930043
2,1.0,1,0_180,1.426690262424147
2,1.0,2,0_180,170.49805564036143
2,1.0,3,0_180,175.25311288186955
2,1.0,4,0_180,170.49805564036143
2,1.0,5,0_180,157.08889960344385
2,3.0,1,0_180,16.092247750689154
2,3.0,2,0_180,166.26799361902263
2,3.0,3,0_180,15.36733014765508_162.6050470605313
2,3.0,4,0_180,16.786679700005827_180.0
2,3.0,5,0_180,164.69983676152404
2,5.0,1,0_180,12.840115156283748_180.0
2,5.0,2,0_180,8.616223483127865_180.0
2,5.0,3,0_180,14.18582719226887_180.0
2,5.0,4,0_180,165.56797346227236
2,5.0,5,0_180,16.419870345868027
2,0.5,1,30_150,136.51878366591762
2,0.5,2,30_150,149.63243551463995
2,0.5,3,30_150,20.849264509729423_48.69097468479954
2,0.5,4,30_150,134.8311598424094
2,0.5,5,30_150,48.69097468479954
2,1.0,1,30_150,34.43583344680628
2,1.0,2,30_150,144.56561459437273_30.788796984385296
2,1.0,3,30_150,31.921861225325877
2,1.0,4,30_150,144.90600724040064
2,1.0,5,30_150,144.56561459437273
2,3.0,1,30_150,36.46886244862179
2,3.0,2,30_150,34.20345620719347
2,3.0,3,30_150,36.13692509546049
2,3.0,4,30_150,57.54479932547687_180.0_35.124875141704045
2,3.0,5,30_150,140.4737724591891
2,5.0,1,30_150,136.12040415287106
2,5.0,2,30_150,136.86259061524473
2,5.0,3,30_150,42.75966455754603
2,5.0,4,30_150,41.232252960395044
2,5.0,5,30_150,136.80513705715862_41.58878778027728
2,0.5,1,30_90,55.18419914493823
2,0.5,2,30_90,92.66292050240129
2,0.5,3,30_90,48.69097468479954
2,0.5,4,30_90,27.56331920786693
2,0.5,5,30_90,89.9106185477063
2,1.0,1,30_90,90.1071431701342
2,1.0,2,30_90,89.9106185477063
2,1.0,3,30_90,31.17059569188979
2,1.0,4,30_90,86.96132645073932
2,1.0,5,30_90,88.92793341043412
2,3.0,1,30_90,86.43638817451505
2,3.0,2,30_90,89.3865414665658
2,3.0,3,30_90,32.77883350898509
2,3.0,4,30_90,89.6485836823818
2,3.0,5,30_90,36.02569306530135
2,5.0,1,30_90,89.43895076089461_42.00161194772005
2,5.0,2,30_90,89.83200853377616
2,5.0,3,30_90,89.67478740924246_41.94284003894466
2,5.0,4,30_90,40.99315087357958
2,5.0,5,30_90,89.98922839339042
2,0.5,1,60_120,52.25849798128473
2,0.5,2,60_120,133.19158222429775
2,0.5,3,60_120,124.1222141681181
2,0.5,4,60_120,44.35680083825032
2,0.5,5,60_120,74.38928136502082
2,1.0,1,60_120,116.60069923360925
2,1.0,2,60_120,59.84506571411998
2,1.0,3,60_120,117.04113030632622
2,1.0,4,60_120,117.92724466827462
2,1.0,5,60_120,115.94320543303616
2,3.0,1,60_120,63.565570885556525
2,3.0,2,60_120,61.4981805848981_115.8703785930749
2,3.0,3,60_120,61.72157245064238
2,3.0,4,60_120,113.06322584142973
2,3.0,5,60_120,60.072087656201745_116.30801962490416
2,5.0,1,60_120,65.38051366631197_46.886640895888235
2,5.0,2,60_120,65.16414982049739
2,5.0,3,60_120,65.51015224607472
2,5.0,4,60_120,66.19932972410272
2,5.0,5,60_120,65.25074053230337
2,0.5,1,60_90,95.02670213410683
2,0.5,2,60_90,92.26950629064197
2,0.5,3,60_90,97.00292421483879
2,0.5,4,60_90,92.26950629064197
2,0.5,5,60_90,97.39909887754068
2,1.0,1,60_90,89.71409287370186
2,1.0,2,60_90,86.37075073248663
2,1.0,3,60_90,70.88835178800615
2,1.0,4,60_90,90.3036690531078
2,1.0,5,60_90,90.89327738999634
2,3.0,1,60_90,90.30366905311026
2,3.0,2,60_90,89.32102912167538
2,3.0,3,60_90,90.30366905311026_63.4191634010459
2,3.0,4,60_90,88.33818940814427
2,3.0,5,60_90,89.51756383588982
2,5.0,1,60_90,65.03415000817137
2,5.0,2,60_90,89.55687002355474
2,5.0,3,60_90,88.92793341043665
2,5.0,4,60_90,90.10714317013668_65.38051366631197
2,5.0,5,60_90,90.02853329937923
2,0.5,1,90_120,85.97682286264042
2,0.5,2,90_120,132.65482391753935
2,0.5,3,90_120,116.82070080396626
2,0.5,4,90_120,128.01298156887592
2,0.5,5,90_120,138.85440275416272
2,1.0,1,90_120,121.31883684995248
2,1.0,2,90_120,89.71409287370186
2,1.0,3,90_120,94.23802154590842
2,1.0,4,90_120,117.48329634513408
2,1.0,5,90_120,87.15811012868959
2,3.0,1,90_120,89.51756383588982
2,3.0,2,90_120,89.97612675784777
2,3.0,3,90_120,89.12448641787009
2,3.0,4,90_120,89.0589700078757
2,3.0,5,90_120,87.87938104246392
2,5.0,1,90_120,90.42158614984183
2,5.0,2,90_120,90.06783821879573
2,5.0,3,90_120,89.67478740924246
2,5.0,4,90_120,89.94992348233252
2,5.0,5,90_120,89.98922839339042
2,0.5,1,90_150,138.26055235005362
2,0.5,2,90_150,142.5797588082841
2,0.5,3,90_150,145.2493026077632
2,0.5,4,90_150,89.51756383588732
2,0.5,5,90_150,141.93762058961008
2,1.0,1,90_150,90.89327738999634
2,1.0,2,90_150,88.14157202030046
2,1.0,3,90_150,89.51756383588732
2,1.0,4,90_150,91.48298034893662
2,1.0,5,90_150,88.14157202030046
2,3.0,1,90_150,142.4720863510864
2,3.0,2,90_150,89.91061854770881_142.57975880828494
2,3.0,3,90_150,88.99345236731274
2,3.0,4,90_150,93.38451980842791_145.13454293635158
2,3.0,5,90_150,88.6658427043473_180.0
2,5.0,1,90_150,89.94992348233252
2,5.0,2,90_150,90.18575324257992
2,5.0,3,90_150,89.87131357102234
2,5.0,4,90_150,89.94992348233252
2,5.0,5,90_150,90.02853329937923
3,0.5,1,0_30_120,46.562729270908164
3,0.5,2,0_30_120,76.01546436558598
3,0.5,3,0_30_120,36.46886244861424
3,0.5,4,0_30_120,123.17787070729399
3,0.5,5,0_30_120,48.165594529162064
3,1.0,1,0_30_120,31.54823410719444
3,1.0,2,0_30_120,111.01362832220818
3,1.0,3,0_30_120,117.48329634513408
3,1.0,4,0_30_120,34.43583344680628
3,1.0,5,0_30_120,37.44946127967915
3,3.0,1,0_30_120,114.63902564490324
3,3.0,2,0_30_120,37.7714799936673
3,3.0,3,0_30_120,7.885868193330011
3,3.0,4,0_30_120,35.010857901115536
3,3.0,5,0_30_120,114.56697642766733_33.969683996053504
3,5.0,1,0_30_120,10.722441386956541
3,5.0,2,0_30_120,8.874731438865247
3,5.0,3,0_30_120,8.874731438865247
3,5.0,4,0_30_120,111.8158084824741
3,5.0,5,0_30_120,11.731830961703066
3,0.5,1,0_60_150,163.50408867487081
3,0.5,2,0_60_150,17.234525473424558
3,0.5,3,0_60_150,148.8637375915522
3,0.5,4,0_60_150,168.35584556698433
3,0.5,5,0_60_150,150.41915331957412
3,1.0,1,0_60_150,145.5955888969724
3,1.0,2,0_60_150,42.6437519094315
3,1.0,3,0_60_150,53.73505363691574
3,1.0,4,0_60_150,57.7774007296139
3,1.0,5,0_60_150,139.75864937428963
3,3.0,1,0_60_150,14.607386342881197
3,3.0,2,0_60_150,141.61997867775796
3,3.0,3,0_60_150,62.24101261146835
3,3.0,4,0_60_150,22.27528204767026
3,3.0,5,0_60_150,142.15063659250174
3,5.0,1,0_60_150,13.529401302539641_66.28521795327737
3,5.0,2,0_60_150,11.338724633649022
3,5.0,3,0_60_150,135.7248845454581
3,5.0,4,0_60_150,136.06372813874336_64.51276487278004
3,5.0,5,0_60_150,8.616223483127865_180.0
3,0.5,1,0_90_180,48.69097468479954
3,0.5,2,0_90_180,159.76136962234295
3,0.5,3,0_90_180,148.11174567298002
3,0.5,4,0_90_180,10.722441386930043
3,0.5,5,0_90_180,44.91621857693906
3,1.0,1,0_90_180,88.92793341043412
3,1.0,2,0_90_180,87.74826923500302
3,1.0,3,0_90_180,112.07005673574952
3,1.0,4,0_90_180,33.02004226396826
3,1.0,5,0_90_180,87.551579186409
3,3.0,1,0_90_180,14.607386342881197
3,3.0,2,0_90_180,89.45205300941304
3,3.0,3,0_90_180,88.6658427043473_180.0
3,3.0,4,0_90_180,90.69673385009561_180.0
3,3.0,5,0_90_180,16.786679700005827_89.25551588905961_180.0
3,5.0,1,0_90_180,90.97189761992345_180.0
3,5.0,2,0_90_180,88.1808971751456_180.0
3,5.0,3,0_90_180,1.4266902626236833_180.0
3,5.0,4,0_90_180,87.63025854043231
3,5.0,5,0_90_180,91.01120841194613
3,0.5,1,30_120_180,31.54823410719444
3,0.5,2,30_120_180,130.5521581048013
3,0.5,3,30_120_180,32.29161761935207
3,0.5,4,30_120_180,105.42519268371932
3,0.5,5,30_120_180,180.0
3,1.0,1,30_120_180,33.73448742207842
3,1.0,2,30_120_180,180.0
3,1.0,3,30_120_180,129.52538295569914_180.0
3,1.0,4,30_120_180,180.0
3,1.0,5,30_120_180,180.0_31.921861225325877
3,3.0,1,30_120_180,37.23346354422476
3,3.0,2,30_120_180,173.8706252445853
3,3.0,3,30_120_180,35.91416330025349_163.73638517655553
3,3.0,4,30_120_180,180.0_35.57775908274115
3,3.0,5,30_120_180,164.95008907986184
3,5.0,1,30_120_180,166.54673166827592
3,5.0,2,30_120_180,168.55221892774838
3,5.0,3,30_120_180,112.19735224226733_180.0
3,5.0,4,30_120_180,168.55221892774838
3,5.0,5,30_120_180,112.32476325348294_180.0
3,0.5,1,30_90_150,88.33818940814172
3,0.5,2,30_90_150,42.06031698192364
3,0.5,3,30_90_150,87.94493273734831
3,0.5,4,30_90_150,31.54823410719444
3,0.5,5,30_90_150,85.58270440698196
3,1.0,1,30_90_150,92.66292050240129_145.5955888969724
3,1.0,2,30_90_150,124.59834720242905
3,1.0,3,30_90_150,86.37075073248663
3,1.0,4,30_90_150,90.1071431701342
3,1.0,5,30_90_150,90.69673385009315
3,3.0,1,30_90_150,37.12506206283738_90.10714317013668
3,3.0,2,30_90_150,141.0954550510953
3,3.0,3,30_90_150,89.77960169127317
3,3.0,4,30_90_150,88.20711346766353
3,3.0,5,30_90_150,89.71409287370436
3,5.0,1,30_90_150,90.10714317013668
3,5.0,2,30_90_150,89.71409287370435
3,5.0,3,30_90_150,136.57593326027964
3,5.0,4,30_90_150,90.10714317013668_42.46940378596146
3,5.0,5,30_90_150,89.67478740924246_41.58878778027728
3,0.5,1,60_150_180,63.857830238327914
3,0.5,2,60_150_180,49.21215475369172
3,0.5,3,60_150_180,180.0
3,0.5,4,60_150_180,54.70404533682928
3,0.5,5,60_150_180,156.58923622922893
3,1.0,1,60_150_180,160.92998009443698
3,1.0,2,60_150_180,180.0_62.31501515922302
3,1.0,3,60_150_180,159.20069761580893
3,1.0,4,60_150_180,158.65411166949846
3,1.0,5,60_150_180,150.41915331957412
3,3.0,1,60_150_180,62.018702014293076_165.99469753230696
3,3.0,2,60_150_180,61.79593218753241_141.51459146020892
3,3.0,3,60_150_180,165.46320920623396_60.75008152760626
3,3.0,4,60_150_180,62.24101261146835
3,3.0,5,60_150_180,61.4981805848981
3,5.0,1,60_150_180,168.35584556698456
3,5.0,2,60_150_180,170.2628448848903
3,5.0,3,60_150_180,136.97768263989505_180.0
3,5.0,4,60_150_180,63.90160587119679_180.0
3,5.0,5,60_150_180,169.58874777983857
3,0.5,1,60_90_120,50.242472994866446
3,0.5,2,60_90_120,142.5797588082841
3,0.5,3,60_90_120,89.51756383588732
3,0.5,4,60_90_120,49.21215475369172
3,0.5,5,60_90_120,89.51756383588732
3,1.0,1,60_90_120,113.56255070302134
3,1.0,2,60_90_120,111.85815168462335
3,1.0,3,60_90_120,57.311595823708366
3,1.0,4,60_90_120,91.48298034893662
3,1.0,5,60_90_120,93.84399211542224
3,3.0,1,60_90_120,88.92793341043665_114.3510764000012
3,3.0,2,60_90_120,114.42300198962465
3,3.0,3,60_90_120,91.08983144272065
3,3.0,4,60_90_120,114.3510764000012
3,3.0,5,60_90_120,113.92037417878093_61.72157245064238
3,5.0,1,60_90_120,90.02853329937923_111.73115961163937
3,5.0,2,60_90_120,112.19735224226733
3,5.0,3,60_90_120,96.17202829527663
3,5.0,4,60_90_120,90.30366905311026
3,5.0,5,60_90_120,89.753398203615
