num_sources,mic_dist,sample_num,angles_true,angles_pred
1,5.0,4,150,137.32445664895016
1,5.0,5,150,136.74774479499698
1,0.5,1,180,160.92998009443698
1,0.5,2,180,159.76136962234295
1,0.5,3,180,180.0
1,0.5,4,180,158.65411166949846
1,0.5,5,180,163.50408867487081
1,1.0,1,180,170.49805564036143
1,1.0,2,180,165.72653071548766
1,1.0,3,180,154.68357477299816
1,1.0,4,180,156.58923622922893
1,1.0,5,180,157.5990928345457
1,3.0,1,180,110.03434307347372_129.95133049328285_163.97195586839325
1,3.0,2,180,162.3872453333126
1,3.0,3,180,164.69983676152404
1,3.0,4,180,110.10408613689033_130.03683794217437_164.2109473884477
1,3.0,5,180,163.04878137808126
1,5.0,1,180,172.34236527335574
1,5.0,2,180,168.1626852478128
1,5.0,3,180,168.35584556698456_98.82841994035911_117.3062187358033
1,5.0,4,180,164.35604946127322
1,5.0,5,180,166.54673166827592
1,0.5,1,30,25.812999661133816
1,0.5,2,30,20.849264509729423
1,0.5,3,30,37.77147999366003
1,0.5,4,30,30.012076179793016
1,0.5,5,30,35.802332970565345
1,1.0,1,30,30.012076179793016
1,1.0,2,30,30.012076179793016
1,1.0,3,30,33.02004226396826
1,1.0,4,30,32.29161761935207
1,1.0,5,30,31.921861225325877
1,3.0,1,30,36.90744181407958
1,3.0,2,30,36.35850706075114_75.33936447915114
1,3.0,3,30,36.57893100875478
1,3.0,4,30,38.40861985243771_75.61004931617065
1,3.0,5,30,36.57893100875478
1,5.0,1,30,42.29447412817486_68.66821702761457
1,5.0,2,30,42.17752758147403_68.1609845515857
1,5.0,3,30,41.29185064256657
1,5.0,4,30,68.24564712255852_42.236033719448656
1,5.0,5,30,41.70707780648189_68.66821702761457
1,0.5,1,60,55.6615707682697
1,0.5,2,60,52.25849798128473
1,0.5,3,60,53.73505363691574
1,0.5,4,60,55.18419914493823
1,0.5,5,60,59.389443174565464
1,1.0,1,60,64.0765450640411
1,1.0,2,60,60.9750785596978
1,1.0,3,60,60.75008152760201
1,1.0,4,60,60.75008152760201
1,1.0,5,60,60.29859293919964
1,3.0,1,60,62.7579858509958_38.19724139001308
1,3.0,2,60,62.536723008823415
1,3.0,3,60,62.3889675918015
1,3.0,4,60,62.31501515922714
1,3.0,5,60,61.87024020563518
1,5.0,1,60,65.81212504625094_81.86511440480531
1,5.0,2,60,66.11338467031271
1,5.0,3,60,65.89827141161044
1,5.0,4,60,65.81212504625094_81.54735143571102
1,5.0,5,60,65.76903005177667
1,0.5,1,90,91.48298034893662
1,0.5,2,90,89.12448641786754
1,0.5,3,90,91.87619910845974
1,0.5,4,90,89.51756383588732
1,0.5,5,90,91.48298034893662
1,1.0,1,90,90.50019850888275
1,1.0,2,90,89.71409287370186
1,1.0,3,90,90.3036690531078
1,1.0,4,90,89.71409287370186
1,1.0,5,90,87.15811012868959
1,3.0,1,90,90.04163493677936
1,3.0,2,90,89.77960169127317
1,3.0,3,90,90.76224733817322
1,3.0,4,90,89.84511022072888
1,3.0,5,90,89.6485836823818
1,5.0,1,90,89.79270341747292
1,5.0,2,90,89.83200853377616_109.42192230372376
1,5.0,3,90,89.94992348233252
1,5.0,4,90,89.94992348233252
1,5.0,5,90,90.06783821879573_58.471676067972425
2,0.5,1,0_180,28.401032707921672
2,0.5,2,0_180,170.49805564036143
2,0.5,3,0_180,30.788796984385296
2,0.5,4,0_180,17.234525473424558
2,0.5,5,0_180,10.722441386930043
2,1.0,1,0_180,1.426690262424147
2,1.0,2,0_180,170.49805564036143
2,1.0,3,0_180,175.25311288186955
2,1.0,4,0_180,170.49805564036143
2,1.0,5,0_180,157.08889960344385
2,3.0,1,0_180,16.092247750689154_163.5040886748712
2,3.0,2,0_180,166.26799361902263_22.101821976126264
2,3.0,3,0_180,15.36733014765508_163.27492985346322
2,3.0,4,0_180,16.558349313540333_69.91482685566521_163.27492985346322
2,3.0,5,0_180,164.69983676152404_16.558349313540333
2,5.0,1,0_180,12.840115156283748_165.72653071548794
2,5.0,2,0_180,8.349778164378215_86.44951509823147_109.88101705025741
2,5.0,3,0_180,14.024545015832402_59.8450657141243
2,5.0,4,0_180,165.56797346227236_109.8392266525946
2,5.0,5,0_180,15.997442198355673_95.93487632627891_165.72653071548794
2,0.5,1,30_150,137.09302292660485
2,0.5,2,30_150,149.63243551463995
2,0.5,3,30_150,21.927059000088388
2,0.5,4,30_150,134.8311598424094
2,0.5,5,30_150,48.69097468479954
2,1.0,1,30_150,34.43583344680628
2,1.0,2,30_150,144.56561459437273
2,1.0,3,30_150,31.921861225325877
2,1.0,4,30_150,144.90600724040064
2,1.0,5,30_150,144.56561459437273
2,3.0,1,30_150,36.46886244862179
2,3.0,2,30_150,34.20345620719347
2,3.0,3,30_150,36.13692509546049
2,3.0,4,30_150,35.124875141704045
2,3.0,5,30_150,37.0163889680852_140.68008400605788
2,5.0,1,30_150,136.23393149653947
2,5.0,2,30_150,136.86259061524473_111.90050744359499_41.70707780648189
2,5.0,3,30_150,42.75966455754603_136.92010572402745
2,5.0,4,30_150,41.232252960395044_135.8376029999154
2,5.0,5,30_150,136.86259061524473_41.29185064256657
2,0.5,1,30_90,55.18419914493823
2,0.5,2,30_90,92.26950629064197
2,0.5,3,30_90,47.6358657970111
2,0.5,4,30_90,27.56331920786693
2,0.5,5,30_90,89.9106185477063
2,1.0,1,30_90,90.3036690531078
2,1.0,2,30_90,89.9106185477063
2,1.0,3,30_90,30.788796984385296
2,1.0,4,30_90,86.96132645073932
2,1.0,5,30_90,88.73136778424353
2,3.0,1,30_90,86.5676490981596
2,3.0,2,30_90,89.45205300941304_35.124875141704045
2,3.0,3,30_90,32.89963409818926_89.84511022072888
2,3.0,4,30_90,89.6485836823818_35.465009646722386
2,3.0,5,30_90,36.02569306530135
2,5.0,1,30_90,89.43895076089461_42.00161194772005
2,5.0,2,30_90,89.83200853377616_41.88400096448742
2,5.0,3,30_90,89.67478740924246_41.825094431280725
2,5.0,4,30_90,40.99315087357958_90.89327738999879
2,5.0,5,30_90,89.98922839339042_41.825094431280725
2,0.5,1,60_120,52.25849798128473
2,0.5,2,60_120,132.65482391753935
2,0.5,3,60_120,123.64874736895104
2,0.5,4,60_120,44.35680083825032
2,0.5,5,60_120,74.38928136502082
2,1.0,1,60_120,116.60069923360925
2,1.0,2,60_120,59.84506571411998
2,1.0,3,60_120,117.04113030632622
2,1.0,4,60_120,117.92724466827462
2,1.0,5,60_120,115.94320543303616
2,3.0,1,60_120,63.49239046686776_114.49496860417524
2,3.0,2,60_120,61.57269688473227_115.65216644480556
2,3.0,3,60_120,61.72157245064238
2,3.0,4,60_120,113.06322584142973
2,3.0,5,60_120,60.14764647443024
2,5.0,1,60_120,81.626816343455_111.94287579372916_65.38051366631197
2,5.0,2,60_120,65.16414982049739_112.15490761947058_81.26909418230488
2,5.0,3,60_120,65.51015224607472_81.50761284895
2,5.0,4,60_120,66.19932972410272
2,5.0,5,60_120,65.25074053230337_111.13999724940825
2,0.5,1,60_90,94.63225188487378
2,0.5,2,60_90,92.26950629064197
2,0.5,3,60_90,97.00292421483879
2,0.5,4,60_90,92.66292050240129
2,0.5,5,60_90,97.39909887754068
2,1.0,1,60_90,89.71409287370186
2,1.0,2,60_90,86.37075073248663
2,1.0,3,60_90,70.88835178800615
2,1.0,4,60_90,90.3036690531078
2,1.0,5,60_90,91.0898314427182
2,3.0,1,60_90,61.9444967374417_90.30366905311026
2,3.0,2,60_90,89.32102912167538
2,3.0,3,60_90,90.36917836052996_61.27431476806818
2,3.0,4,60_90,88.33818940814427_60.900134233556756
2,3.0,5,60_90,89.51756383588982_61.79593218753241
2,5.0,1,60_90,64.99078624236311_89.67478740924246
2,5.0,2,60_90,89.55687002355474_65.55333539183624
2,5.0,3,60_90,88.92793341043665_65.07749849920306
2,5.0,4,60_90,90.10714317013668_65.63965735088718
2,5.0,5,60_90,90.02853329937923_65.29401326107809
2,0.5,1,90_120,85.97682286264042
2,0.5,2,90_120,132.65482391753935
2,0.5,3,90_120,117.70504471015451
2,0.5,4,90_120,128.01298156887592
2,0.5,5,90_120,138.26055235005362
2,1.0,1,90_120,121.31883684995248
2,1.0,2,90_120,89.71409287370186
2,1.0,3,90_120,94.04098290124577
2,1.0,4,90_120,117.48329634513408
2,1.0,5,90_120,87.35486026188809
2,3.0,1,90_120,89.51756383588982
2,3.0,2,90_120,89.97612675784777_114.92764017523984
2,3.0,3,90_120,89.0589700078757_113.70556223550278
2,3.0,4,90_120,89.0589700078757_114.06378063775274
2,3.0,5,90_120,87.87938104246392_114.99989916122034
2,5.0,1,90_120,90.42158614984183_112.02765040526478
2,5.0,2,90_120,90.06783821879573_112.11247579557254
2,5.0,3,90_120,89.67478740924246_112.62251012863885
2,5.0,4,90_120,89.94992348233252_112.0700567357512
2,5.0,5,90_120,89.98922839339042_112.2822800242491
2,0.5,1,90_150,138.85440275416272
2,0.5,2,90_150,142.5797588082841
2,0.5,3,90_150,145.94495866238606
2,0.5,4,90_150,89.12448641786754
2,0.5,5,90_150,141.93762058961008
2,1.0,1,90_150,90.89327738999634
2,1.0,2,90_150,88.14157202030046
2,1.0,3,90_150,89.51756383588732
2,1.0,4,90_150,91.48298034893662
2,1.0,5,90_150,88.33818940814172
2,3.0,1,90_150,142.25752751708578
2,3.0,2,90_150,89.91061854770881
2,3.0,3,90_150,89.0589700078757_142.25752751708578
2,3.0,4,90_150,92.9908608928402_144.0045172463896
2,3.0,5,90_150,88.6658427043473_140.9912641175847
2,5.0,1,90_150,89.94992348233252_136.6904135755895
2,5.0,2,90_150,90.18575324257992_136.6904135755895
2,5.0,3,90_150,89.87131357102234_135.7248845454581
2,5.0,4,90_150,136.40466436925354_89.94992348233252
2,5.0,5,90_150,90.02853329937923
3,0.5,1,0_30_120,46.01898329128448_133.73310342832295
3,0.5,2,0_30_120,4.956885410803869_75.61004931616745
3,0.5,3,0_30_120,36.46886244861424
3,0.5,4,0_30_120,122.70951083904926
3,0.5,5,0_30_120,48.165594529162064
3,1.0,1,0_30_120,31.54823410719444
3,1.0,2,0_30_120,110.80325072684059
3,1.0,3,0_30_120,117.48329634513408
3,1.0,4,0_30_120,35.12487514169619
3,1.0,5,0_30_120,37.44946127967915
3,3.0,1,0_30_120,114.63902564490324
3,3.0,2,0_30_120,37.7714799936673_115.14454488197048
3,3.0,3,0_30_120,7.885868193330011
3,3.0,4,0_30_120,35.124875141704045_75.94794536529744
3,3.0,5,0_30_120,114.56697642766733
3,5.0,1,0_30_120,10.93168238346481
3,5.0,2,0_30_120,8.349778164378215
3,5.0,3,0_30_120,9.370543221221926
3,5.0,4,0_30_120,111.77347780287519_10.93168238346481
3,5.0,5,0_30_120,96.0929660468642_11.731830961703066
3,0.5,1,0_60_150,163.50408867487081
3,0.5,2,0_60_150,17.234525473424558
3,0.5,3,0_60_150,149.63243551463995
3,0.5,4,0_60_150,168.35584556698433
3,0.5,5,0_60_150,151.22538072966702
3,1.0,1,0_60_150,145.5955888969724
3,1.0,2,0_60_150,42.93305974262059
3,1.0,3,0_60_150,53.97841436214453
3,1.0,4,0_60_150,57.7774007296139
3,1.0,5,0_60_150,139.75864937428963
3,3.0,1,0_60_150,14.607386342881197_141.61997867775796_48.865160930737545
3,3.0,2,0_60_150,141.61997867775796
3,3.0,3,0_60_150,62.24101261146835
3,3.0,4,0_60_150,1.426690262624194_138.45772983069511
3,3.0,5,0_60_150,142.25752751708578
3,5.0,1,0_60_150,66.28521795327737_13.696399772428325
3,5.0,2,0_60_150,11.338724633649022_66.58538365402158
3,5.0,3,0_60_150,135.7248845454581_14.813763038548032
3,5.0,4,0_60_150,135.89404791130636_64.25122500773669_1.4266902626236833
3,5.0,5,0_60_150,8.616223483127865
3,0.5,1,0_90_180,48.165594529162064
3,0.5,2,0_90_180,159.76136962234295
3,0.5,3,0_90_180,147.375293982101
3,0.5,4,0_90_180,10.722441386930043
3,0.5,5,0_90_180,49.21215475369172
3,1.0,1,0_90_180,88.92793341043412
3,1.0,2,0_90_180,87.74826923500302
3,1.0,3,0_90_180,112.07005673574952
3,1.0,4,0_90_180,33.02004226396826
3,1.0,5,0_90_180,87.551579186409
3,3.0,1,0_90_180,14.345333000680462
3,3.0,2,0_90_180,89.45205300941304_165.99469753230696
3,3.0,3,0_90_180,88.6658427043473_19.520270886233938_163.27492985346322
3,3.0,4,0_90_180,90.69673385009561_163.27492985346322
3,3.0,5,0_90_180,16.786679700005827_89.19000168302587
3,5.0,1,0_90_180,88.02359122664414
3,5.0,2,0_90_180,54.70404533683409_88.14157202030302_167.7853964316169
3,5.0,3,0_90_180,1.4266902626236833
3,5.0,4,0_90_180,87.66959653151392_8.349778164378215
3,5.0,5,0_90_180,91.01120841194613_171.24114945443367
3,0.5,1,30_120_180,31.54823410719444
3,0.5,2,30_120_180,130.5521581048013
3,0.5,3,30_120_180,31.54823410719444
3,0.5,4,30_120_180,105.42519268371932
3,0.5,5,30_120_180,180.0
3,1.0,1,30_120_180,33.73448742207842
3,1.0,2,30_120_180,180.0
3,1.0,3,30_120_180,129.27106544082332
3,1.0,4,30_120_180,180.0
3,1.0,5,30_120_180,31.921861225325877
3,3.0,1,30_120_180,37.34159582384722
3,3.0,2,30_120_180,172.746240386664
3,3.0,3,30_120_180,35.80233297057304
3,3.0,4,30_120_180,35.57775908274115_115.21693199854379
3,3.0,5,30_120_180,164.69983676152404
3,5.0,1,30_120_180,166.54673166827592_112.2822800242491
3,5.0,2,30_120_180,168.55221892774838
3,5.0,3,30_120_180,112.19735224226733_39.53354914081483
3,5.0,4,30_120_180,168.55221892774838_41.35137782382209
3,5.0,5,30_120_180,67.18368945693828_112.32476325348294_168.75197363903237
3,0.5,1,30_90_150,88.33818940814172
3,0.5,2,30_90_150,42.6437519094315
3,0.5,3,30_90_150,87.94493273734831
3,0.5,4,30_90_150,32.29161761935207
3,0.5,5,30_90_150,85.58270440698196
3,1.0,1,30_90_150,145.5955888969724
3,1.0,2,30_90_150,124.59834720242905_37.77147999366003_85.1883764118426
3,1.0,3,30_90_150,86.37075073248663_28.811496223341205
3,1.0,4,30_90_150,89.9106185477063
3,1.0,5,30_90_150,90.69673385009315
3,3.0,1,30_90_150,90.10714317013668_142.4720863510864_36.13692509546049
3,3.0,2,30_90_150,141.0954550510953
3,3.0,3,30_90_150,89.77960169127317_141.61997867775796
3,3.0,4,30_90_150,88.20711346766353
3,3.0,5,30_90_150,89.71409287370436_35.23857075396955_140.37095375296536
3,5.0,1,30_90_150,90.10714317013668_135.7248845454581
3,5.0,2,30_90_150,89.71409287370435_41.47022193597192
3,5.0,3,30_90_150,136.57593326027964
3,5.0,4,30_90_150,90.10714317013668_138.083740711671_42.35284908928317
3,5.0,5,30_90_150,89.753398203615
3,0.5,1,60_150_180,63.857830238327914
3,0.5,2,60_150_180,49.21215475369172
3,0.5,3,60_150_180,180.0
3,0.5,4,60_150_180,54.70404533682928
3,0.5,5,60_150_180,156.58923622922893
3,1.0,1,60_150_180,160.92998009443698
3,1.0,2,60_150_180,62.31501515922302
3,1.0,3,60_150_180,159.20069761580893
3,1.0,4,60_150_180,158.65411166949846
3,1.0,5,60_150_180,150.41915331957412
3,3.0,1,60_150_180,62.018702014293076
3,3.0,2,60_150_180,141.61997867775796
3,3.0,3,60_150_180,165.46320920623396_61.42361162462985
3,3.0,4,60_150_180,62.24101261146835
3,3.0,5,60_150_180,61.4981805848981
3,5.0,1,60_150_180,168.35584556698456
3,5.0,2,60_150_180,170.0331311458776
3,5.0,3,60_150_180,136.92010572402745
3,5.0,4,60_150_180,79.87455067498138_116.90882093073843_63.72640463328661_171.50315460908823
3,5.0,5,60_150_180,169.58874777983857
3,0.5,1,60_90_120,50.242472994866446
3,0.5,2,60_90_120,141.93762058961008
3,0.5,3,60_90_120,89.9106185477063
3,0.5,4,60_90_120,48.69097468479954
3,0.5,5,60_90_120,89.51756383588732
3,1.0,1,60_90_120,113.77712675420918
3,1.0,2,60_90_120,111.85815168462335
3,1.0,3,60_90_120,57.311595823708366
3,1.0,4,60_90_120,91.48298034893662
3,1.0,5,60_90_120,93.84399211542224
3,3.0,1,60_90_120,88.92793341043665_113.41969467596266
3,3.0,2,60_90_120,114.42300198962465_89.0589700078757
3,3.0,3,60_90_120,91.08983144272065
3,3.0,4,60_90_120,114.3510764000012
3,3.0,5,60_90_120,113.92037417878093_89.12448641787009
3,5.0,1,60_90_120,90.02853329937923_111.73115961163937
3,5.0,2,60_90_120,112.19735224226733_96.64665504532272_65.55333539183624
3,5.0,3,60_90_120,96.17202829527663_111.56201104925756
3,5.0,4,60_90_120,90.30366905311026
3,5.0,5,60_90_120,89.71409287370435
